biosampleId	id	individualId	libraryLayout	librarySelection	librarySource.id	librarySource.label	libraryStrategy	platform	platformModel.id	platformModel.label	runDate
OneK1K_307	RUN407	OneK1K_307	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_71	RUN408	OneK1K_71	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_917	RUN409	OneK1K_917	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_958	RUN410	OneK1K_958	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_451	RUN411	OneK1K_451	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_291	RUN412	OneK1K_291	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_340	RUN413	OneK1K_340	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1028	RUN414	OneK1K_1028	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_361	RUN415	OneK1K_361	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_743	RUN416	OneK1K_743	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_933	RUN417	OneK1K_933	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_971	RUN418	OneK1K_971	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_51	RUN419	OneK1K_51	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_7	RUN420	OneK1K_7	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_938	RUN421	OneK1K_938	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_249	RUN422	OneK1K_249	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_978	RUN423	OneK1K_978	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_12	RUN424	OneK1K_12	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_665	RUN425	OneK1K_665	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_671	RUN426	OneK1K_671	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_438	RUN427	OneK1K_438	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_578	RUN428	OneK1K_578	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_267	RUN429	OneK1K_267	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_514	RUN430	OneK1K_514	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_718	RUN431	OneK1K_718	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1035	RUN432	OneK1K_1035	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_728	RUN433	OneK1K_728	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1031	RUN434	OneK1K_1031	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_777	RUN435	OneK1K_777	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_475	RUN436	OneK1K_475	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_396	RUN437	OneK1K_396	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_666	RUN438	OneK1K_666	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_757	RUN439	OneK1K_757	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_209	RUN440	OneK1K_209	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1060	RUN441	OneK1K_1060	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_204	RUN442	OneK1K_204	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_323	RUN443	OneK1K_323	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_485	RUN444	OneK1K_485	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_114	RUN445	OneK1K_114	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_532	RUN446	OneK1K_532	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_284	RUN447	OneK1K_284	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_129	RUN448	OneK1K_129	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_265	RUN449	OneK1K_265	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_388	RUN450	OneK1K_388	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_140	RUN451	OneK1K_140	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_727	RUN452	OneK1K_727	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_296	RUN453	OneK1K_296	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_656	RUN454	OneK1K_656	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_247	RUN455	OneK1K_247	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_723	RUN456	OneK1K_723	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1030	RUN457	OneK1K_1030	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_487	RUN458	OneK1K_487	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_921	RUN459	OneK1K_921	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_428	RUN460	OneK1K_428	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_145	RUN461	OneK1K_145	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_367	RUN462	OneK1K_367	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_248	RUN463	OneK1K_248	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_905	RUN464	OneK1K_905	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_999	RUN465	OneK1K_999	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_313	RUN466	OneK1K_313	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_261	RUN467	OneK1K_261	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_588	RUN468	OneK1K_588	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_672	RUN469	OneK1K_672	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_86	RUN470	OneK1K_86	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_216	RUN471	OneK1K_216	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_339	RUN472	OneK1K_339	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_959	RUN473	OneK1K_959	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_477	RUN474	OneK1K_477	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_397	RUN475	OneK1K_397	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_608	RUN476	OneK1K_608	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_536	RUN477	OneK1K_536	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_875	RUN478	OneK1K_875	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_906	RUN479	OneK1K_906	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_960	RUN480	OneK1K_960	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_383	RUN481	OneK1K_383	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_303	RUN482	OneK1K_303	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_403	RUN483	OneK1K_403	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_150	RUN484	OneK1K_150	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_17	RUN485	OneK1K_17	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_650	RUN486	OneK1K_650	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_124	RUN487	OneK1K_124	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_245	RUN488	OneK1K_245	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_356	RUN489	OneK1K_356	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_680	RUN490	OneK1K_680	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_645	RUN491	OneK1K_645	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_580	RUN492	OneK1K_580	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_794	RUN493	OneK1K_794	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_864	RUN494	OneK1K_864	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1000	RUN495	OneK1K_1000	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1037	RUN496	OneK1K_1037	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_888	RUN497	OneK1K_888	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_499	RUN498	OneK1K_499	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_556	RUN499	OneK1K_556	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_689	RUN500	OneK1K_689	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_593	RUN501	OneK1K_593	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_252	RUN502	OneK1K_252	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_954	RUN503	OneK1K_954	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_507	RUN504	OneK1K_507	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_469	RUN505	OneK1K_469	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_146	RUN506	OneK1K_146	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_161	RUN507	OneK1K_161	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_109	RUN508	OneK1K_109	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_297	RUN509	OneK1K_297	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_400	RUN510	OneK1K_400	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_527	RUN511	OneK1K_527	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_561	RUN512	OneK1K_561	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_85	RUN513	OneK1K_85	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_581	RUN514	OneK1K_581	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_970	RUN515	OneK1K_970	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_802	RUN516	OneK1K_802	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_913	RUN517	OneK1K_913	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_525	RUN518	OneK1K_525	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_163	RUN519	OneK1K_163	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1071	RUN520	OneK1K_1071	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1036	RUN521	OneK1K_1036	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_39	RUN522	OneK1K_39	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_692	RUN523	OneK1K_692	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_3	RUN524	OneK1K_3	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_655	RUN525	OneK1K_655	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_212	RUN526	OneK1K_212	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_484	RUN527	OneK1K_484	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_549	RUN528	OneK1K_549	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_846	RUN529	OneK1K_846	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_678	RUN530	OneK1K_678	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_955	RUN531	OneK1K_955	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_725	RUN532	OneK1K_725	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_263	RUN533	OneK1K_263	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_740	RUN534	OneK1K_740	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_698	RUN535	OneK1K_698	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_715	RUN536	OneK1K_715	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_6	RUN537	OneK1K_6	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_660	RUN538	OneK1K_660	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_781	RUN539	OneK1K_781	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_28	RUN540	OneK1K_28	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_390	RUN541	OneK1K_390	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1041	RUN542	OneK1K_1041	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_969	RUN543	OneK1K_969	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_41	RUN544	OneK1K_41	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_33	RUN545	OneK1K_33	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_554	RUN546	OneK1K_554	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_126	RUN547	OneK1K_126	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_983	RUN548	OneK1K_983	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1021	RUN549	OneK1K_1021	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_218	RUN550	OneK1K_218	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_751	RUN551	OneK1K_751	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_1077	RUN552	OneK1K_1077	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_272	RUN553	OneK1K_272	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_568	RUN554	OneK1K_568	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_138	RUN555	OneK1K_138	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_330	RUN556	OneK1K_330	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
OneK1K_988	RUN557	OneK1K_988	PAIRED	RANDOM	GENEPIO:0001966	genomic Source	Genotyping microarray	Illumina	OBI:0002048	Illumina HiSeq 2000	2015-09-30
